Progress,ResponseId,Q2,Q3,Q4,Q5,Q6_1,Q6_2,Q7_1,Q8_1,Q9_1,Q10,Q11,Q12,Q14,Q13,Q14,Q15_1,Q15_2,Q16,Q17,Q18,Q19_1,Q19_2,Q19_3,Q19_4,Q20,Q21,Q22_1,Q23,Q24,Q25,Q26,Q27_1,Q27_2,Q27_3,Q27_4,Q27_5,Q28,Q29,Q30,Q33,Q31,Q32_1,Q34_1,Q34_2,Q34_3,Q34_4,Q34_5,Q34_6,Q34_7,Q34_8,Q35_1,Q35_2,Q35_3,Q35_4,Q35_5,Q35_6,Q35_7,Q35_8,Q36_1,Q36_2,Q36_3,Q36_4,Q36_5,Q36_6,Q36_7,Q36_8,Q36_9,Q36_10,Q36_11,Q36_12,Q36_13,Q36_14,Q37_1,Q37_2,Q37_3,Q37_4,Q38_1,Q38_2,Q38_3,Q38_4,Q39_1,Q40,Q41_1,Q41_2,Q41_3,Q41_4,Q41_5,Q42,Q43_1,Q43_2,Q43_3,Q43_4,Q43_5,Q44,Q45,Q46_1,Q46_2,Q46_3,Q46_4,Q46_5,Q47_1,Q47_2,Q47_3,Q47_4,Q47_5,Q47_6,Q47_7,Q47_8,Q47_9,Q47_10,Q47_11,Q47_12,Q47_13,Q47_14,Q47_15,Q47_16,Q48,Q49_1,Q50,Q51_1,Q51_2,Q51_3,Q51_4,Q51_5,Q51_6,Q52_1,Q53_1,Q54_1,Q55_1,Q56_1,Q57,Q58_1,Q59,Q60_1,Q61,Q62_1,Q63,Q64_1,Q65,Q66_1,Q67,Q68_1,Q69,Q70_1,Q71,Q72_1,Q73_1,Q74_1,Q74_2,Q74_3,Q75,Q76_1,Q77_1,Q78,Q79,Q80,Q80_1,Q80_2,Q80_3,Q80_4,Q80_5,Q80_6,Q80_7,Q80_8,Q80_9,Q81_1,Q82_1,Q82_2,Q82_3,Q82_4,Q83,Q84_1,Q85_1,Q86_1,Q87_1,Q87_2,Q87_3,Q87_4,Q87_5,Q87_6,Q87_7,Q87_8,Q88,Q89,Q90,Q91,Q92,Q93_1,Q93_2,Q93_3,Q93_4,Q93_5,Q93_6,Q93_7,Q93_8,Q93_9,Q94_1,Q94_2,Q94_3,Q94_4,Q94_5,Q94_6,Q94_7,Q95,Q96_1,Q96_2,Q96_3,Q96_4,Q96_5,Q96_6,Q96_7,Q96_8,Q97_1,Q97_2,Q97_3,Q97_4,Q97_5,Q98,Q99,Q100,Q101_1,Q102_1,Q103_1,Q104_1,Q105_1,Q105_2,Q105_3,Q105_4,Q106,Q107_1,Q108_1,Q108_2,Q108_3,Q108_4,Q109_1,Q109_2,Q109_3,Q109_4,Q109_5,Q109_6,Q109_7,Q109_8,Q109_9,Q109_10,Q109_11,Q109_12,Q109_13,Q109_14,Q110_1,Q111_1,Q111_2,Q111_3,Q111_4,Q111_5,Q112,Q113,Q113_1,Q113_2,Q113_3,Q113_4,Q114_1,Q115,Q115_1,Q115_2,Q115_3,Q115_4,Q115_5,Q116_1,Q117_1,Q117_2,Q117_3,Q117_4,Q118,Q119,Q120,Q121,Q122,Q123,Q124,Q125_1,Q126,Q127_1,Q128,Q129,Q130_1,Q131_1,Q132_1,Q132_2,Q133_1,Q133_2,Q133_3,Q133_4,Q133_5,Q133_6,Q133_7,Q134_1,Q134_2,Q134_3,Q134_4,Q134_5,Q135_1,Q136_1,Q136_2,Q136_3,Q136_4,Q136_5,Q136_6,Q137,Q138_1,Q138_2,Q138_3,Q138_4,Q138_5,Q138_6,Q138_7,Q139,Q139_1,Q139_2,Q139_3,Q140,Q141_1,Q142,Q143,Q144,Q145_1,Q145_2,Q145_3,Q145_4,Q145_5,Q145_6,Q145_7,Q146_1,Q147_1
100,R_ZreJ5J36LOi8XFT,1426,2,40,2,,,2,0,1,2,,6,4,5,1,2,3,2,4,1,37.5,30,15,8,5,2,,1,4,4,5,4,3,5,2,2,4,3,3,1,2,,6,7,9,11,12,12,13,15,,,,,,,,,5,5,5,5,5,5,5,5,4,2,3,2,1,1,5,5,5,5,3,4,3,4,180,1,Dance,,,,,,,,,,,1,3,3,1,5,5,1,3,4,1,3,2,4,3,4,2,2,2,1,2,3,5,4,1,100,0,,,,,,,0,,,,,2,,1,,1,14,1,15,1,36,1,,1,40,2,,500,100,500,500,2,120,30,3,2,"1,3,8,9",1,0,1,0,0,0,0,1,1,7,100,0,0,0,1,1,2,0.5,6,5,4,3,1,2,7,8,3,2,2,2,4,5,5,4,4,4,5,5,4,,5,5,4,4,5,5,,4,4,5,4,5,5,3,5,3,5,1,4,1,,3,5,5,10,37.5,50,5,5,5,5,5,1,24,5,5,5,2,1,4,4,5,1,2,5,5,5,5,5,4,5,5,20,1,2,5,3,5,1,"1,2,3",1,1,1,0,30,"3,4",0,0,1,1,0,60,30,60,60,15,2,2,19,2,2,2,2,240,2,6,1,2,60,24,5,5,1,1,1,4,,4,5,4,4,2,2,2,95,Asian,3,European,2,,,1,5,5,2,5,5,5,2,"1,2,3",1,1,1,1,1,2,2,4,1,2,2,5,5,5,4,11,1
100,R_USdvMorSNOf8f29,187,2,40,2,White,0,2,0,0,2,,7,5,5,2,4,2,2,3,2,,,,,,2,,1,4,4,4,1,1,3,1,3,5,2,2,2,2,,4,5,,,,,,,,,,,,,,,4,,,,,,5,4,,,,,,,,,,,,,,,180,2,,,,,,1,Swimming,Soccer,,,,,3,,,,,,,3,3,,2,,,2,,2,2,2,3,2,,2,1,100,0,,,,,,,0,,,,,1,3,2,,2,,2,,2,,2,,2,,2,,,,,,2,360,45,3,3,"1,2,8",1,1,0,0,0,0,0,1,0,30,100,0,0,0,,,,,6,4,5,1,2,7,3,8,2,,2,,4,5,5,,4,,,3,3,,4,4,,4,,1,,,,,,,,,,,,,,2,2,,5,,0,0,,24,5,3,5,5,1,18,5,3,5,2,2,,,,,,5,4,,,,,,,10,,,,,,1,4,0,0,0,1,,,,,,,,0,0,0,0,0,2,1,,1,2,2,3,180,2,6,1,1,60,6,4,2,5,2,,5,3,3,3,5,4,3,3,3,99,Europe,1,,,,,2,,4,,,,2,4,3,0,0,1,1,0,,2,2,1,2,4,5,4,3,3,11.5,2
100,R_2Qo11CBmGeF5iFz,522,1,32,2,White,0,2,0,0,2,,7,5,,2,4,2,2,2,2,,,,,,2,,1,2,1,2,3,1,2,1,1,1,2,2,4,2,,2,3,9,10,11,13,13,14,,,,,,,,,5,5,5,4,5,4,5,4,1,1,1,1,1,1,5,5,5,5,2,5,2,4,360,1,Swimming,,,,,,,,,,,4,1,1,1,1,1,1,2,3,2,2,2,2,2,2,2,2,2,2,3,3,3,2,2,70,1,French,30,,,,,10,,0,30,0,1,5,1,8,1,13,1,13,2,,2,,2,,2,,60,90,7,8,2,120,40,5,2,"1,2,3,4,5,6,7,8,9",1,1,1,1,1,1,1,1,1,70,80,20,0,0,,,,,1,4,6,5,2,3,7,,3,3,2,2,4,5,5,2,3,2,1,2,3,,3,3,1,4,1,2,,2,2,2,1,4,2,2,4,1,1,4,2,4,,1,5,,1,0.5,,10,5,5,5,5,1,10,5,5,4,2,1,,2,2,1,,5,4,4,2,1,1,1,1,15,4,,,,,1,4,0,0,0,1,12,4,0,0,0,1,0,40,0,0,15,25,2,1,16,1,1,2,2,240,3,9,1,2,60,12,3,4,5,1,5,,5,3,4,4,4,3,3,3,100,,,,,,,1,2,2,1,1,2,3,3,3,0,0,1,1,0,,2,5,2,2,4,4,4,4,4,12,1
100,R_1PcTOjWWNGK2q0g,353,1,35,2,White,0,2,0,0,2,,5,5,5,3,4,2,2,2,2,,,,,,2,,1,2,2,3,2,3,4,1,1,4,2,2,4,2,,4,4,10,10,10,,,,,,,,,,,,5,5,5,,,,5,5,,,,,,,5,5,,,2,2,,,400,2,,,,,,1,Gymnastics,Swimming,Soccer,,,1,2,,,,,,2,4,5,4,4,,,4,,2,2,3,3,4,,2,1,100,0,,,,,,,0,,,,,1,6,1,9,1,9,1,9,2,,2,,2,,2,,5,100,2,2,1,300,60,3,3,"1,2,3,4,5,6,7,8,9",1,1,1,1,1,1,1,1,1,10,100,0,0,0,,,,,,,,,,,,,,3,1,,4,5,4,,4,,,2,3,,2,3,,4,,1,,3,2,4,2,5,5,2,5,,,4,1,5,,,5,,1,0.5,,13,5,4,4,4,1,2,4,4,3,4,2,,2,1,,5,5,3,2,,4,,,2,30,2,4,,,,1,4,0,0,0,1,,3,0,0,1,0,0,20,,,5,,2,1,18,2,2,2,2,300,4,4,1,3,60,6,5,4,3,1,3,4,3,3,3,5,5,2,2,4,100,,,,,,,1,4,4,,,,3,3,3,0,0,1,1,0,,2,4,2,2,4,5,4,1,1,11,0
100,R_2DSa8znTwNiRCfc,313,1,37,2,White,0,2,1,0,2,,6,6,4,2,5,2,2,4,2,,,,,,2,,1,5,4,4,2,3,5,2,1,3,1,1,1,2,,4,8,7,8,8,0,0,0,4,7,7,7,8,10,11,13,5,5,5,1,2,1,4,4,,,,,,,5,5,5,5,1,4,4,4,200,2,,,,,,1,Swimming,Skating,,,,3,1,,,,,,,2,2,2,2,1,2,2,2,2,2,2,2,2,,2,1,100,0,,,,,,,0,,,,,1,9,1,10,1,9,2,,2,,2,,2,,2,,10,100,1,0,2,300,60,4,2,"1,2,5,9",1,1,0,0,1,0,0,0,1,30,100,0,0,0,1,1,2,2,,,,,,,,,,,2,,4,5,4,2,2,,,,2,,5,5,,5,,,,,,,,,,,,,,,,,,,4,,1,24,24,24,5,5,5,5,1,15,5,5,5,5,,,,,,,,,,,,,,,30,,,,,,1,,,,,,0,,,,,,,30,0,0,30,5,2,3,10,1,1,,,300,,4,2,,60,0,2,2,1,1,4,4,1,,3,4,4,4,3,3,100,,,,,,,2,,,,,,,,3,0,0,1,1,0,,,4,2,2,2,2,2,2,2,10,1
100,R_3j1fzY5VnHsnWrD,1057,2,34,2,White,0,2,1,0,2,,5,2,4,3,4,4,2,4,1,35,18,15,5,5,2,,1,1,1,5,4,1,1,1,4,2,2,2,2,2,,,,,,,,,,,,,,,,,,5,,,5,,5,5,5,5,3,3,5,2,1,5,5,5,5,2,4,3,4,480,2,,,,,,1,Swimming,,,,,3,3,2,1,3,3,1,3,2,3,2,1,1,2,1,1,4,2,2,3,2,4,4,1,100,0,,,,,,,0,,,,,1,6,1,12,1,12,1,12,1,36,1,18,1,24,1,36,200,100,150,150,2,240,60,2,4,1,1,0,0,0,0,0,0,0,0,15,100,0,0,0,2,,,,,,,,,,,,,5,3,2,4,2,3,5,3,2,4,1,2,,4,2,4,5,4,1,,4,3,5,2,5,5,3,5,2,5,,2,1,,3,4,5,4,35,42,6,5,3,4,3,1,2,5,1,2,4,1,5,5,4,1,1,5,4,3,5,4,5,5,5,60,1,2,5,2,5,1,2,0,1,0,0,15,3,0,0,1,0,0,120,0,0,120,0,2,1,16,1,2,2,2,120,4,8,2,,120,24,,,4,3,,4,3,4,3,4,,2,3,3,100,,,,,,,1,2,2,2,,2,4,4,"1,2",1,1,0,2,1,2,2,5,5,4,2,3,5,1,2,10,0
100,R_d5tcvkye3BLO1EZ,1339,2,40,2,White,0,2,1,0,2,,6,5,,4,4,4,2,3,1,40,12,12,8,5,2,,1,2,2,3,4,2,3,2,2,5,2,2,2,2,,,,,,,,9,12,,,,,,9,11,12,5,5,5,5,5,5,5,5,4,3,2,3,2,2,4,4,4,4,2,2,2,2,420,1,Gymnastics,,,,,,,,,,,1,5,5,5,5,5,1,2,4,4,3,4,4,4,3,2,1,2,3,2,3,4,2,1,100,0,,,,,,,0,,,,,1,4,1,,1,10,1,10,1,,1,12,1,,1,24,,100,500,500,2,120,30,3,3,"1,5,7,8",1,0,0,0,1,0,1,1,0,7,95,5,0,0,2,,,,,,,,,,,,,4,2,2,4,4,3,4,3,3,3,2,2,,3,3,1,4,1,1,,4,2,2,2,3,2,2,2,2,4,1,1,2,,2,5,4,7,46,40,6,5,3,4,3,1,6,5,2,2,1,1,3,3,4,1,2,5,5,5,4,2,3,4,4,20,2,1,3,2,2,1,2,0,1,0,0,,1,1,0,0,0,0,60,0,0,60,0,2,1,18,1,2,2,2,60,4,6,1,2,60,24,4,5,4,1,3,4,3,3,4,5,4,4,4,4,100,,,,,,,2,2,4,4,2,4,3,3,3,0,0,1,1,0,,2,4,2,4,2,4,4,4,4,10,1
100,R_1Hq6SCfCxbwwNfi,1382,2,40,2,White,0,2,1,0,2,,6,4,,3,4,5,2,4,1,30,35,28,5,1,2,,1,2,2,2,2,4,3,3,1,4,2,3,2,2,,3,4,5,7,7,8,8,10,2,3,5,6,7,8,10,11,5,5,5,5,5,5,5,5,3,2,4,4,4,2,4,4,4,4,1,2,2,2,180,1,soccer,swimming,t-ball,group music lessons,,,,,,,,2,1,5,5,5,5,5,2,3,4,3,2,1,2,1,2,2,2,2,2,2,3,3,2,75,1,French,25,,,,,5,5,0,10,0,1,4,1,11,1,12,1,14,1,18,1,18,1,26,1,30,1000,95,1000,1000,2,60,15,2,5,"3,5,9",0,0,1,0,1,0,0,0,1,10,90,10,0,0,2,,,,4,7,5,6,2,3,1,,2,4,3,2,4,4,3,4,4,4,4,2,2,,4,2,3,3,4,2,,4,2,2,2,2,2,2,2,2,3,2,2,2,,4,4,4,3,20,40,6,5,2,2,2,1,6,5,3,2,2,1,4,3,4,2,2,4,4,2,3,4,3,4,4,5,2,2,3,3,3,1,"2,3",0,1,1,0,24,5,0,0,0,0,1,30,,,30,,1,1,17,1,2,2,2,60,2,10,2,,30,12,4,4,5,1,3,4,4,3,4,4,4,2,,3,100,,,,,,,2,3,4,4,2,2,4,2,3,0,0,1,1,0,,2,2,2,3,2,4,4,4,3,9,1
100,R_3LZv62nRyZn5oOb,1170,2,29,2,White,0,2,0,0,2,,4,4,5,2,4,2,1,5,1,40,22,15,10,5,2,,1,4,4,2,1,2,5,3,1,5,2,2,1,2,,4,5,8,7,8,10,10,12,,,,,,,,,5,5,5,5,5,5,5,5,5,5,5,4,5,1,5,5,5,5,5,5,5,5,180,1,Gymnastics,Soccer,,,,,,,,,,1,3,5,1,5,4,1,3,4,2,4,2,1,2,2,2,2,2,1,3,2,5,2,1,100,0,,,,,,,0,,,,,1,8,1,12,1,10,1,12,1,18,1,22,1,26,1,30,250,100,250,250,3,90,10,2,4,1,1,0,0,0,0,0,0,0,0,9,100,0,0,0,,,,,,,,,,,,,,4,5,3,4,5,2,5,4,3,4,2,2,,5,2,1,5,2,1,,4,3,5,2,4,4,3,4,2,5,1,2,2,,3,5,5,5,40,,5,5,5,5,2,1,4,5,5,5,5,2,4,5,5,1,2,5,4,4,5,3,5,4,5,30,1,2,5,1,4,1,"2,3",0,1,1,0,14,3,0,0,1,0,0,30,0,0,30,0,2,1,7,1,2,2,2,90,2,2,2,,30,20,4,3,5,1,3,4,5,3,4,4,3,2,2,4,100,,,,,,,1,2,4,3,2,1,4,2,"1,2,3",1,1,1,1,0,,2,4,4,4,1,5,5,5,5,9,1
100,R_OJsEQH4DV9la1nX,937,1,33,2,White,0,2,0,0,2,,6,5,5,3,4,4,2,2,1,26,13,11,5,5,2,,1,2,2,2,1,1,2,1,1,1,1,2,2,1,25,5,11,8,11,11,12,12,14,,,,,,,,,5,5,5,5,5,5,5,5,4,3,3,,4,,4,3,2,5,1,4,4,4,120,2,,,,,,1,Gymnastics ,Swimming,Soccer,,,1,4,5,3,4,2,,2,3,2,2,2,2,2,2,2,2,3,1,4,4,5,3,1,100,0,,,,,,,0,,,,,1,8,1,12,1,16,1,17,1,20,1,22,1,28,2,,100,100,80,80,2,90,20,1,5,,,,,,,,,,,14,100,0,0,0,,,,,,,,,,,,,,4,2,2,4,4,4,3,4,5,5,1,3,,5,4,3,4,4,1,,4,4,4,4,4,4,2,5,2,5,3,2,2,,2,2,3,3,26,,6,5,4,5,5,1,4,5,4,4,4,2,2,3,2,4,5,5,2,3,3,4,4,4,4,45,4,2,3,1,2,2,3,0,0,1,0,24,,,,,,,5,,,,5,2,1,,2,2,2,2,90,4,1.5,1,2,0,20,2,2,5,1,3,5,3,3,3,3,4,2,3,3,100,,,,,,,2,4,4,3,,3,5,3,3,0,0,1,1,1,2,2,4,1,1,2,5,5,1,2,10,0
100,R_3g7zzKH0pQsQmEd,1639,2,0,2,White,0,2,0,0,2,,6,3,3,2,1,1,2,4,1,40,12,4,2,5,2,,1,1,2,4,2,2,1,5,5,4,2,2,3,2,,2,4,10,11,10,12,12,15,,,,,,,,,5,5,5,5,5,5,5,5,4,4,3,4,3,5,5,5,5,5,5,5,5,5,90,1,Dance,Gymnastics,,,,,,,,,,1,5,5,5,5,5,2,2,3,2,2,2,5,2,2,1,2,2,1,4,4,5,2,1,100,0,,,,,,,0,,,,,1,6,1,24,1,12,1,,1,24,1,24,2,,1,48,1000,100,1000,10,3,180,30,1,5,,,,,,,,,,,7,100,0,0,0,,,,,7,5,4,6,1,2,3,8,2,5,2,2,4,5,5,5,2,5,5,1,2,,5,5,5,5,5,2,,4,2,5,2,5,5,2,5,2,5,1,1,1,,5,5,5,23,40,,3,5,5,5,5,1,3,5,3,3,2,1,4,5,5,1,2,5,5,4,4,2,4,4,5,30,5,2,5,2,2,1,2,0,1,0,0,36,3,0,0,1,0,0,90,30,30,60,,2,1,7,2,2,2,2,90,1,12,1,1,60,12,1,,3,2,2,4,3,3,3,4,4,3,4,1,100,,,,,,,1,3,5,3,5,3,2,2,3,0,0,1,2,0,,2,4,2,2,4,5,5,2,2,12,0
100,R_Q3RLVezrDgn8XcJ,1001,1,29,2,White,0,2,0,1,2,,5,4,1,2,4,4,2,2,1,2.5,4,19,4,5,2,,1,2,1,1,2,1,3,3,3,1,2,2,1,2,,2,3,11,17,13,17,13,17,,,,,,,,,5,5,5,5,5,5,5,5,5,2,1,1,5,,4,4,5,5,5,5,5,5,120,1,swimming,soccer,gymnastics,,,,,,,,,1,3,3,,5,4,,1,3,5,1,2,2,1,2,2,2,3,1,2,2,5,2,1,100,0,,,,,,,0,,,,,2,,1,14,1,11,1,11,1,32,1,,1,32,1,32,400,100,250,250,2,240,30,1,5,"1,3,4,6,7,8,9",1,0,1,1,0,1,1,1,1,17,100,0,0,0,1,1,0.75,0.25,,,,,,,,,,4,2,1,4,5,3,5,1,5,5,1,1,,5,5,1,4,1,2,1,2,2,5,2,5,4,2,5,2,2,2,2,2,,2,5,4,4,2,70,24,5,3,4,4,1,3,5,5,5,2,2,4,5,2,,2,5,4,2,2,2,5,2,5,75,2,4,1,2,1,2,3,0,0,1,0,,,,,,,,60,0,0,45,15,2,1,11,1,3,2,1,90,4,2,1,1,60,,5,5,3,1,3,5,5,4,4,5,5,1,1,1,100,,,,,,,1,4,5,3,4,,4,4,"1,2,3",1,1,1,2,0,,2,4,2,2,3,5,4,1,1,12,0
100,R_2pXefKEEj3LGNeM,658,2,33,2,White,0,2,0,0,2,,5,5,3,3,2,3,2,2,2,,,,,,2,,1,2,1,1,2,2,3,1,1,3,1,2,1,1,30,,,7,,,,,12,,,,,,,,,5,5,5,5,5,5,5,5,4,2,,,,,5,5,5,5,2,3,3,3,240,2,,,,,,2,,,,,,2,2,1,,1,,,2,4,3,2,2,4,4,2,2,2,3,2,3,4,,2,1,100,0,,,,,,,0,,,,,1,,1,15,1,13,1,13,2,,1,15,1,20,1,22,300,100,200,200,1,360,15,2,2,"5,7",0,0,0,0,1,0,1,0,0,28,100,0,0,0,,,,,,,,,,,,,,4,2,2,4,4,2,4,4,2,4,2,2,4,2,2,2,4,3,1,,2,2,4,2,4,4,2,5,2,5,1,1,2,,2,5,5,1,0.15,,12,5,4,3,2,1,3,5,2,4,3,2,,4,,,5,5,4,1,,,2,5,4,30,,,,,,2,"3,4",0,0,1,1,17,"1,4",1,0,0,1,0,180,,,170,10,2,1,7,3,2,2,3,180,2,3,1,1,45,7,2,4,3,1,1,5,,3,5,4,3,3,3,3,100,,,,,,,2,3,4,,,1,2,2,"1,2,3",1,1,1,1,1,2,2,5,4,4,2,5,4,2,2,10,1
100,R_2t6dm2qU2ytwarX,813,1,42,2,White,0,2,0,0,2,,6,6,,3,5,3,2,2,1,35,6,14,5,4,2,,1,3,4,5,1,1,5,1,4,5,1,3,4,2,,,6,7,,,,10,12,,,,,,,,,5,5,5,5,5,5,5,5,3,3,3,,,,5,5,5,5,3,3,3,3,3,2,,,,,,1,soccer,swimming,,,,1,1,4,,5,5,,2,3,5,2,2,5,2,3,2,1,1,3,2,3,3,1,1,100,0,,,,,,,0,,,,,2,,1,8,1,7,1,12,1,16,1,20,1,25,1,27,1000,100,,,3,,,2,5,9,0,0,0,0,0,0,0,0,1,14,0,10,0,0,,,,,,,,,1,1,1,,,2,1,2,3,5,,5,3,3,5,2,2,,4,2,1,4,1,2,,2,2,2,2,2,2,2,2,2,4,1,1,2,,2,5,5,12,40,,6,5,4,2,1,1,5,5,3,2,1,2,3,3,3,1,1,5,5,5,4,3,3,3,4,10,3,4,2,1,2,1,"2,3",0,1,1,0,20,3,0,0,1,0,0,60,0,0,60,10,2,1,16,1,2,2,2,,2,8,1,2,60,18,4,5,5,1,,4,1,3,5,5,5,2,3,4,100,,,,,,,2,3,4,3,2,2,4,3,"1,2,3",1,1,1,2,0,,2,4,2,3,1,4,4,1,1,11,0
100,R_3p3FcdtEjuwiYU1,90,2,38,2,White,0,2,3,0,2,,5,5,,1,5,4,2,4,2,,,,,,2,,1,4,3,4,2,1,4,1,4,4,1,2,2,2,,3,,,,,,,,3,,5,7,7,8,8,9,4,,,,,,3,,,,,,,,,,,,,,,,60,1,Swimming,,,,,,,,,,,,,,,,,,,,2,,,,,,,,2,,1,,,,1,100,0,,,,,,,0,,,,,1,2,,,2,,2,,2,,2,,2,,2,,,,,,1,300,20,2,4,"5,9",0,0,0,0,1,0,0,0,1,2,100,0,0,0,2,,,,,,,,,,,,,,2,,4,5,4,,2,,,,4,,4,4,,4,,,,3,2,3,3,4,3,3,4,3,,,,,,,5,,,,,,,,,,1,2,3,2,4,2,,,,,,,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,,1,,,,,,,,,200,,,,3,1,,,,,,4,4,3,3,3,100,,,,,,,1,,,,,,,,,,,,1,,,3,4,3,2,2,,,,,,
100,R_3iXfeM5uRDjuwjT,1644,2,39,2,White,0,2,0,0,2,,6,4,3,3,5,1,2,5,1,40,12,4,2,5,2,,1,1,1,3,2,1,1,4,5,5,2,2,3,2,,3,4,10,11,12,13,12,15,,,,,,,,,5,5,5,5,5,5,5,5,4,4,4,4,4,5,5,5,5,5,4,4,4,4,60,1,Ballet,Gymnastics,,,,,,,,,,1,5,5,5,5,5,4,2,3,2,2,2,5,2,2,1,2,2,1,4,2,4,2,1,100,0,,,,,,,0,,,,,1,4,1,16,1,12,1,,1,24,1,24,1,30,1,36,1000,100,100,10,3,90,90,1,5,,,,,,,,,,,7,100,0,0,0,,,,,7,5,4,6,1,3,2,8,1,5,2,2,4,5,5,5,5,4,5,1,2,,5,5,4,5,5,1,,5,2,5,2,5,5,2,5,2,5,1,1,2,,4,2,4,25,40,,5,5,5,4,5,1,4,4,2,2,1,1,5,5,5,1,2,5,5,5,4,4,5,5,5,30,4,2,4,1,2,1,2,0,1,0,0,36,3,0,0,1,0,0,60,15,15,30,0,2,1,16,1,2,2,3,90,1,8,1,1,30,12,1,1,3,2,3,3,3,3,3,1,1,3,3,1,100,,,,,,,1,2,5,3,5,2,5,2,,,,,2,0,,2,5,2,2,4,5,5,2,4,12,1
100,R_vwaA4172esv87DP,904,1,35,2,White,0,2,1,0,2,,6,5,4,4,4,4,2,2,1,40,7,23,5,5,2,,1,5,2,2,2,2,5,2,1,1,1,2,1,1,38,,,10,,,,,15,,,,,,,,14,4,4,4,2,3,4,4,5,4,1,,2,,,5,5,5,5,1,3,3,2,60,1,Swimming,Kindergym,,,,,,,,,,1,1,2,1,4,1,,2,3,2,2,2,3,1,2,2,3,1,2,3,3,2,2,1,100,0,,,,,,,0,,,,,2,,1,24,1,,1,,1,28,1,,1,28,1,30,,100,,,2,75,5,1,2,,,,,,,,,,,9,100,0,0,0,2,,,,,,,,,,,,,5,1,2,3,2,1,1,4,1,2,1,1,4,3,3,1,3,2,1,,2,4,2,3,2,2,3,1,2,1,2,2,4,,2,5,3,3,30,34,3,4,2,2,2,1,3,4,4,3,4,1,5,4,3,1,2,5,5,4,5,2,5,3,5,,2,2,3,2,4,1,3,0,0,1,0,,5,0,0,0,0,1,0,0,0,0,15,2,1,,1,2,2,2,180,4,8,2,,40,,2,1,3,1,3,4,3,3,3,5,4,2,1,4,100,,,,,,,2,2,,1,2,,5,3,3,0,0,1,1,0,,2,2,1,1,5,5,5,1,1,12,0
100,R_YaC5P9x0xYhnwsh,137,2,34,2,White,0,2,0,0,2,,5,4,,1,3,4,2,2,2,,,,,,2,,1,2,1,1,2,2,3,1,1,3,2,2,2,2,,3,3,,,,,,,,,,,,,,,5,1,1,1,1,1,2,2,1,1,1,1,1,1,,,,,,,,,30,2,,,,,,1,Swimming,Skiing,Soccer,,,3,3,,,,,,2,3,4,,2,3,,3,,2,3,3,3,3,,3,1,100,0,,,,,,,0,,,,,1,1,1,2,2,,2,,2,,2,,2,,2,,7,,,,2,360,60,4,4,"2,3,5,7,9",0,1,1,0,1,0,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,3,2,,4,5,5,,5,,,2,4,,4,4,4,4,,2,,4,2,4,2,4,4,2,3,2,1,2,2,2,1,1,5,,0,0,,12,5,5,5,2,1,3,5,5,5,2,1,1,2,1,,2,5,4,,,,,,,5,,,,,,1,"1,2",1,1,0,0,0,,,,,,,15,0,0,10,5,2,3,14,1,2,2,2,180,2,3,1,1,60,0,2,2,3,1,3,5,3,3,4,2,2,3,3,3,100,,,,,,,2,1,5,,,,,4,,,,,2,0,,2,4,3,3,3,5,5,4,4,12,5
100,R_uvNoMAMDfnvcE3D,1084,2,36,2,White,0,2,1,0,2,,6,6,,3,4,3,2,2,1,0,6,18,0,3,2,,1,3,3,3,3,2,3,1,1,2,2,2,4,2,,4,4,8,8,8,13,11,13,3,3,8,9,9,15,12,15,5,5,5,5,5,5,5,5,4,3,3,3,2,1,4,4,4,5,2,5,4,4,540,2,,,,,,1,Swimming,Soccer,Gymnastics,,,1,1,5,1,5,3,2,2,3,2,2,2,3,2,2,2,2,2,2,4,4,5,2,1,100,0,,,,,,,0,,,,,2,,1,5,1,10,1,11,1,17,1,17,1,20,1,28,1500,100,1200,1200,2,90,20,2,4,"1,3,5,6,7,8,9",1,0,1,0,1,1,1,1,1,14,100,0,0,0,2,,,,,,,,,,,,,3,2,2,4,5,3,2,2,4,5,1,2,,3,2,1,3,3,2,,2,2,3,2,4,4,2,4,2,2,2,2,2,,2,5,2,0,0,42,24,5,3,5,2,1,2,5,3,3,1,1,5,4,2,2,2,5,5,5,2,2,2,2,3,10,2,3,3,2,2,1,"1,2,3",1,1,1,0,10,"1,4",1,0,0,1,0,60,40,0,10,10,2,1,17,1,1,2,1,60,4,3,1,3,90,12,4,5,5,1,1,5,5,3,5,4,4,3,3,3,100,,,,,,,2,3,5,3,,3,4,2,3,0,0,1,1,0,,2,4,1,2,4,4,4,2,2,11,0
